character,words,gender,age,title,year,dominant_gender,actor_nom,actress_nom,actor_win,actress_win,actor_noms,actress_noms,actor_wins,actress_wins,df_type
nancy kelcher,141,f,15.0,peggy sue got married,1986,f,False,True,False,False,0,1,0,0,Acting
peggy sue,4337,f,32.0,peggy sue got married,1986,f,False,True,False,False,0,1,0,0,Acting
richard norvik,1127,m,28.0,peggy sue got married,1986,f,False,True,False,False,0,1,0,0,Acting
walter getz,141,m,24.0,peggy sue got married,1986,f,False,True,False,False,0,1,0,0,Acting
david morse,259,m,31.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
edward lewis,2519,m,41.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
kit de luca,437,f,28.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
philip stuckey,1067,m,31.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
vance,133,m,42.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
vivian ward,3007,f,23.0,pretty woman,1990,f,False,True,False,False,0,1,0,0,Acting
caroline,118,f,32.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
det. milton arb,767,m,41.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
george lowery,165,m,49.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
lila crane,1189,f,31.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
marion crane,1062,f,33.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
mrs. chambers,176,f,53.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
norman bates,1708,m,28.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
sam loomis,1797,m,29.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
sheriff al cham,536,m,53.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
tom cassidy,233,m,51.0,psycho,1960,m,False,True,False,False,0,1,0,0,Acting
butch coolidge,1207,m,39.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
fabienne,710,f,29.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
jimmie dimmick,404,m,31.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
jody,213,f,35.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
jules winnfield,1021,m,46.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
lance,686,m,33.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
marsellus walla,456,m,35.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
maynard,160,m,35.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
mia wallace,1016,f,24.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
pumpkin,219,m,33.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
vincent vega,2596,m,40.0,pulp fiction,1994,m,True,True,False,False,2,1,0,0,Acting
alastair campbe,224,m,36.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
cherie blair,323,f,38.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
prince charles,437,m,49.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
prince philip,440,m,66.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
queen mother,230,f,72.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
robin janvrin,488,m,53.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
the queen,1908,f,61.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
tony blair,1507,m,37.0,the queen,2006,f,False,True,False,True,0,1,0,1,Acting
adrian,590,f,30.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
apollo,845,m,28.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
apollo's traine,258,m,39.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
dipper,126,m,24.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
fats,137,m,58.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
fight announcer,234,m,63.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
gazzo,429,m,40.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
jergens,260,m,49.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
mickey,1383,m,69.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
mike,113,m,33.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
paulie,944,m,36.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
reporter,117,m,72.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
rocky,3075,m,30.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
tv commentator,312,m,64.0,rocky,1976,m,True,True,False,False,3,1,0,0,Acting
ardelia mapp,253,f,30.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
catherine marti,344,f,24.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
clarice starlin,3844,f,29.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
dr. akin,117,m,70.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
dr. frederick c,751,m,47.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
dr. hannibal le,2516,m,54.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
jack crawford,2323,m,50.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
jame gumb,453,m,34.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
paul krendler,241,m,43.0,the silence of the lambs,1991,f,True,True,True,True,1,1,1,1,Acting
dave,141,m,60.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
dr. martinez,235,f,45.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
erica barry,4974,f,57.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
harry sanborn,6099,m,66.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
julian mercer,1566,m,39.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
marin,2269,f,31.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
zoe,534,f,46.0,somethings gotta give,2003,m,False,True,False,False,0,1,0,0,Acting
benny garfield,164,m,63.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
billie,216,f,41.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
combs,163,m,51.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
doyle lonnegan,899,m,46.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
erie kid,237,m,35.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
f.b.i. agent po,507,m,46.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
floyd - bodygua,136,m,37.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
granger,101,m,48.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
henry gondorff,1598,m,48.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
j.j. singleton,249,m,59.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
johnny hooker,1043,m,37.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
kid twist,201,m,50.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
lt. wm. snyder,331,m,50.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
luther coleman,250,m,63.0,the sting,1973,m,True,False,False,False,1,0,0,0,Acting
cook,249,m,47.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
george fox,548,m,58.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
jenny hayden,2421,f,33.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
major bell,346,m,47.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
mark shermin,1154,m,31.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
starman,1273,m,35.0,starman,1984,f,True,False,False,False,1,0,0,0,Acting
arnie metzger,607,m,46.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
attorney michae,128,m,53.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
barbara wakefie,364,f,47.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
carlos ayala,113,m,44.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
caroline wakefi,987,f,18.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
francisco flore,222,m,30.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
general arturo ,591,m,67.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
helena ayala,1208,f,31.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
javier rodrigue,657,m,33.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
jeff sheridan,233,m,46.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
manolo sanchez,269,m,29.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
montel gordon,411,m,36.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
prosecutor ben ,105,m,46.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
ray castro,297,m,44.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
robert wakefiel,1749,m,56.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
seth abrahms,722,m,22.0,traffic,2000,f,True,False,True,False,1,0,1,0,Acting
alpa chino - ho,1058,m,24.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
cody - vietnam ,496,m,32.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
damien cockburn,991,m,43.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
four leaf tayba,1091,m,67.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
jeff portnoy - ,742,m,39.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
kevin sandusky ,1303,m,26.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
kirk lazarus,1503,m,43.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
rick peck - pec,423,m,39.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
tran - flaming ,178,m,13.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
tugg speedman -,2338,m,43.0,tropic thunder,2008,m,True,False,False,False,1,0,0,0,Acting
christof,1521,m,48.0,the truman show,1998,m,True,False,False,False,1,0,0,0,Acting
lawrence,120,m,33.0,the truman show,1998,m,True,False,False,False,1,0,0,0,Acting
marlon,752,m,33.0,the truman show,1998,m,True,False,False,False,1,0,0,0,Acting
meryl burbank,402,f,34.0,the truman show,1998,m,True,False,False,False,1,0,0,0,Acting
truman burbank,2133,m,36.0,the truman show,1998,m,True,False,False,False,1,0,0,0,Acting
bill munny,2291,m,62.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
charley hecker,114,m,28.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
delilah fitzger,144,f,39.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
english bob,430,m,62.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
little bill dag,2009,m,62.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
ned logan,884,m,55.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
skinny dubois,368,m,50.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
strawberry alic,333,f,40.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
the 'schofield ,1245,m,25.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
w.w. beauchamp,243,m,44.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
will munny,119,m,15.0,unforgiven,1992,m,True,False,True,False,2,0,1,0,Acting
elaine,330,f,36.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
eli lapp,526,m,65.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
john book,1875,m,43.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
rachel,1519,f,28.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
samuel,251,m,9.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
schaeffer,711,m,51.0,witness,1985,f,True,False,False,False,1,0,0,0,Acting
armsby,609,m,49.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
bass,905,m,50.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
brown,707,m,36.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
celeste,789,f,31.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
chapin,509,m,45.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
edwin epps,2901,m,36.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
ford,1019,m,37.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
freeman,622,m,46.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
hamilton,478,m,31.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
jonus ray,274,m,55.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
mistress epps,708,f,39.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
mistress shaw,455,f,61.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
parker,388,m,54.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
patsey,543,f,30.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
sheriff,145,m,47.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
solomon northup,4212,m,36.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
tibeats,1288,m,29.0,12 years a slave,2013,m,True,True,False,True,2,1,0,1,Acting
aron ralston,4336,m,32.0,127 hours,2010,m,True,False,False,False,1,0,0,0,Acting
kristi,256,f,27.0,127 hours,2010,m,True,False,False,False,1,0,0,0,Acting
megan,227,f,27.0,127 hours,2010,m,True,False,False,False,1,0,0,0,Acting
rana,326,f,28.0,127 hours,2010,m,True,False,False,False,1,0,0,0,Acting
capt. jack ross,4560,m,34.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
capt. west,430,m,42.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
capt. whitaker,464,m,37.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
cdr. gibbs,138,m,28.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
Col. Nathan R. ,4384,m,55.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
cpl. carl hamma,236,m,24.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
dr. stone,480,m,44.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
judge julius al,1120,m,60.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lance cpl. haro,1170,m,26.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. cdr. joanne,5854,f,30.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. col. matthe,1034,m,49.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. daniel kaff,16148,m,30.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. dave spradl,306,m,36.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. jonathan ke,944,m,26.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
lt. sam weinber,2590,m,35.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
luther,112,m,64.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
pfc. louden dow,776,m,25.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
pfc. william t.,494,m,33.0,a few good men,1992,f,True,False,False,False,1,0,0,0,Acting
detective larry,400,m,36.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
doctor martha l,6992,f,48.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
eugène lyon,132,m,44.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
father martinea,186,m,76.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
justice joseph ,382,m,69.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
monsignor,222,m,36.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
mother miriam r,4534,f,54.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
sister agnes,4206,f,25.0,agnes of god,1985,f,False,True,False,False,0,2,0,0,Acting
bishop,1264,m,46.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
burke,1710,m,29.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
corporal hicks,1500,m,30.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
lieutenant gorm,106,m,31.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
lydecker,120,m,32.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
med tech,120,f,41.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
newt,842,f,10.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
private hudson,1580,m,31.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
private spunkme,144,m,27.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
private vasquez,312,f,26.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
ripley,4910,f,37.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
sergeant apone,474,m,44.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
simpson,154,m,37.0,aliens,1986,f,False,True,False,False,0,1,0,0,Acting
angry promoter,126,m,37.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
anita miller,938,f,20.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
david felton,102,m,34.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
dennis hope,1044,m,26.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
dick roswell,1456,m,31.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
elaine miller,2600,f,43.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
estrella starr,524,f,20.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
jann wenner,194,m,24.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
jeff bebe,1796,m,30.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
leslie,138,f,21.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
lester bangs,698,m,33.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
penny lane,880,f,21.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
polexia aphrodi,636,f,18.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
russell hammond,5574,m,32.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
sapphire,662,f,26.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
the legendary r,112,m,30.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
william miller,4978,m,18.0,almost famous,2000,m,False,True,False,False,0,2,0,0,Acting
angela hayes,2088,f,20.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
brad,350,m,37.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
buddy kane,476,m,44.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
carolyn burnham,2750,f,41.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
colonel fitts,692,m,48.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
jane burnham,2004,f,17.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
jim olmeyer,222,m,45.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
lester burnham,5576,m,40.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
ricky fitts,2566,m,21.0,american beauty,1999,f,True,True,True,False,1,1,1,0,Acting
alfonse simone,343,m,67.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
anthony amado,335,m,41.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
carl elway,329,m,44.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
dolly polito,168,f,40.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
irving rosenfel,6043,m,39.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
mayor carmine p,2282,m,42.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
pete musane,396,m,31.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
richie dimaso,5298,m,38.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
richie's mother,131,f,68.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
Rosalyn Rosenfe,2298,f,23.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
stoddard thorse,910,m,46.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
sydney prosser,1783,f,39.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
Victor Tellegio,505,m,70.0,american hustle,2013,m,True,True,False,False,2,2,0,0,Acting
danny,1344,m,31.0,an education,2009,f,False,True,False,False,0,1,0,0,Acting
